16, 15, PA3-F-Debug-SampleReadingsTest.txt 0
  -59.06,   -28.44,   121.20
  -13.33,    12.26,    67.03
  -54.12,    26.10,   113.68
   34.65,    -2.73,    97.28
   24.20,   -38.12,    50.95
   -5.72,    25.98,    46.23
  -15.91,   -25.11,   -79.49
    7.60,     9.85,   -44.09
   15.14,     8.84,  -103.61
    4.57,    -1.31,   -60.18
   20.19,    24.36,   -91.05
  -40.07,    21.16,   -82.68
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -14.42,   -20.43,   131.87
   31.40,    19.65,    78.63
   -9.17,    33.82,   124.71
   79.00,     4.81,   108.49
   68.80,   -30.20,    62.09
   38.41,    33.27,    57.71
  -11.41,   -24.61,   -79.17
   11.37,    10.86,   -43.66
   18.33,     9.46,  -102.64
    8.62,    -0.72,   -59.47
   24.13,    24.91,   -90.49
  -36.26,    22.20,   -81.95
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -64.82,   -30.29,    84.61
  -18.64,     9.69,    30.43
  -60.20,    23.91,    77.03
   29.13,    -5.31,    60.56
   18.10,   -40.90,    13.86
  -11.91,    22.89,     9.62
  -15.33,   -21.96,   -82.36
    6.54,    12.79,   -45.39
   14.61,    11.86,  -104.73
    4.07,     1.30,   -61.68
   19.93,    27.64,   -92.40
  -40.45,    23.97,   -84.29
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -91.10,   -47.06,   113.81
  -45.13,    -6.81,    60.67
  -86.99,     7.58,   106.45
    1.87,   -22.56,    90.52
   -8.22,   -56.75,    44.02
  -38.26,     6.33,    38.74
  -13.91,   -24.01,   -79.70
    9.01,    10.85,   -43.43
   16.60,     9.06,  -103.07
    5.83,     0.02,   -59.39
   21.44,    25.81,   -90.68
  -38.54,    22.41,   -81.66
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -51.85,   -41.02,   153.35
   -5.90,    -1.12,    99.04
  -47.28,    13.75,   145.70
   42.04,   -15.53,   129.60
   31.71,   -50.98,    82.40
    0.83,    13.44,    77.85
   -8.32,   -22.89,   -78.87
   14.80,    12.62,   -43.33
   21.94,    11.82,  -102.16
   11.59,     1.08,   -59.38
   27.28,    27.65,   -90.14
  -32.28,    24.11,   -81.87
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -64.70,   -48.93,    78.11
  -18.58,    -9.49,    24.42
  -59.94,     5.14,    70.45
   29.03,   -23.72,    54.97
   18.36,   -58.59,     7.87
  -11.37,     4.39,     3.49
  -13.29,   -24.79,   -81.04
    9.46,    10.60,   -44.56
   16.30,     9.88,  -104.23
    6.52,    -0.57,   -61.58
   21.83,    25.46,   -92.00
  -38.13,    21.98,   -82.83
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -43.65,   -44.51,   171.94
    2.28,    -4.40,   118.80
  -38.31,    10.28,   164.74
   50.71,   -18.96,   148.27
   39.73,   -54.57,   101.47
   10.00,     9.75,    97.17
  -14.39,   -25.25,   -80.50
    8.27,    10.50,   -44.70
   16.10,     8.42,  -104.11
    5.15,    -1.82,   -61.35
   21.21,    24.36,   -91.32
  -38.79,    20.30,   -83.84
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -28.19,   -41.34,   138.75
   17.05,    -1.76,    85.23
  -24.14,    12.59,   131.65
   65.25,   -16.22,   115.80
   55.13,   -51.47,    68.86
   24.08,    12.69,    63.91
  -16.09,   -24.16,   -81.66
    7.07,    11.36,   -45.49
   14.38,     9.46,  -105.29
    3.40,    -0.42,   -61.86
   19.38,    25.68,   -92.11
  -40.61,    22.78,   -84.99
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -42.04,   -16.61,   171.50
    4.36,    23.11,   117.29
  -36.76,    37.69,   163.05
   51.46,     8.05,   147.86
   41.70,   -26.81,   100.50
   10.95,    37.15,    96.42
  -11.47,   -24.99,   -78.98
   11.14,     9.91,   -43.13
   19.05,     8.78,  -102.99
    8.56,    -1.48,   -59.37
   24.46,    24.53,   -90.30
  -36.18,    20.71,   -82.58
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -31.11,   -26.23,    99.92
   14.52,    13.98,    46.55
  -26.90,    29.37,    92.31
   62.07,    -0.50,    76.29
   52.10,   -35.94,    29.65
   21.38,    27.68,    25.29
  -11.27,   -24.00,   -79.17
   12.43,    10.79,   -43.27
   19.49,     9.30,  -102.59
    8.87,    -0.13,   -60.18
   24.65,    25.16,   -90.22
  -35.48,    22.30,   -81.79
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -59.83,   -31.17,   166.94
  -13.99,     9.13,   113.63
  -54.80,    23.48,   159.97
   34.21,    -6.29,   143.43
   23.30,   -41.09,    96.99
   -7.01,    22.84,    92.50
  -14.65,   -23.10,   -81.31
    7.38,    12.46,   -44.68
   16.10,    11.11,  -104.26
    5.10,     1.71,   -61.75
   20.53,    27.21,   -91.42
  -39.57,    23.42,   -84.76
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -22.72,   -24.13,   177.67
   22.97,    15.49,   124.00
  -18.36,    30.51,   169.56
   70.73,     1.28,   153.99
   60.66,   -34.25,   107.07
   30.35,    29.75,   102.42
   -7.65,   -24.96,   -79.44
   15.12,    10.03,   -43.91
   21.98,     8.64,  -102.74
   11.65,    -1.41,   -60.30
   27.67,    24.02,   -90.76
  -32.66,    21.26,   -81.94
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -18.96,   -38.83,   141.88
   26.46,     1.40,    88.41
  -14.04,    15.93,   135.15
   74.87,   -14.05,   119.02
   63.93,   -48.92,    72.16
   34.34,    14.82,    67.75
  -10.22,   -22.30,   -81.99
   13.09,    12.36,   -45.39
   19.97,    11.51,  -104.33
    9.74,     1.54,   -61.37
   25.36,    27.15,   -91.76
  -34.69,    24.72,   -83.46
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -44.88,   -46.42,    98.11
    0.69,    -5.88,    43.55
  -40.35,     8.63,    89.97
   48.63,   -20.60,    74.26
   37.75,   -55.62,    27.65
    8.43,     7.87,    22.41
   -6.96,   -23.83,   -80.09
   14.74,    11.63,   -42.96
   23.85,    10.06,  -103.12
   12.41,    -0.40,   -60.34
   27.84,    26.04,   -90.13
  -32.41,    22.82,   -82.85
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.95,   -30.38,   133.19
   -9.35,     9.80,    79.38
  -50.72,    24.70,   125.09
   37.58,    -5.06,   109.13
   27.56,   -40.40,    62.82
   -2.67,    23.58,    58.65
   -6.45,   -23.93,   -81.08
   16.48,    10.44,   -45.34
   23.96,    10.01,  -104.43
   13.70,    -0.88,   -61.80
   28.77,    25.84,   -91.53
  -31.03,    22.56,   -83.96
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
