16, 150, PA5-B-Debug-SampleReadingsTest.txt 6
  -38.12,   -30.47,   111.61
    7.75,     9.65,    57.95
  -33.41,    24.26,   103.98
   55.35,    -5.28,    87.99
   44.98,   -40.17,    41.40
   14.85,    23.49,    36.82
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -64.86,   -66.53,   107.56
  -19.00,   -26.41,    53.90
  -60.16,   -11.80,    99.93
   28.61,   -41.34,    83.94
   18.24,   -76.23,    37.35
  -11.89,   -12.57,    32.77
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -80.48,   -50.21,    78.39
  -34.62,   -10.09,    24.73
  -75.78,     4.52,    70.76
   12.99,   -25.01,    54.77
    2.62,   -59.91,     8.18
  -27.51,     3.75,     3.60
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -11.20,   -38.07,   116.20
   34.66,     2.05,    62.53
   -6.50,    16.66,   108.57
   82.27,   -12.88,    92.58
   71.90,   -47.77,    45.98
   41.77,    15.89,    41.41
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -26.14,   -19.78,   190.34
   19.72,    20.34,   136.67
  -21.44,    34.95,   182.71
   67.33,     5.41,   166.72
   56.96,   -29.48,   120.12
   26.83,    34.18,   115.55
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.07,   -49.02,    83.03
   -4.21,    -8.90,    29.37
  -45.37,     5.71,    75.40
   43.40,   -23.82,    59.41
   33.03,   -58.71,    12.82
    2.90,     4.94,     8.24
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.23,   -14.02,   149.79
  -12.36,    26.10,    96.13
  -53.52,    40.71,   142.16
   35.24,    11.17,   126.17
   24.87,   -23.72,    79.58
   -5.26,    39.94,    75.00
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -61.80,   -38.82,   123.12
  -15.93,     1.30,    69.45
  -57.10,    15.91,   115.48
   31.67,   -13.62,    99.50
   21.30,   -48.52,    52.90
   -8.83,    15.14,    48.32
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -48.70,   -28.27,   192.37
   -2.83,    11.85,   138.71
  -43.99,    26.46,   184.74
   44.77,    -3.07,   168.75
   34.40,   -37.97,   122.16
    4.27,    25.69,   117.58
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -35.73,   -11.98,   136.45
   10.14,    28.15,    82.79
  -31.02,    42.76,   128.82
   57.74,    13.22,   112.83
   47.37,   -21.67,    66.24
   17.24,    41.98,    61.66
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.26,   -33.67,   112.55
  -17.39,     6.45,    58.88
